지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
동대문구,동대문구민체육센터,공공체육시설,서울특별시 동대문구 장안벚꽃로 67,"지하 2층, 지상 3층 (부지 : 3,429㎡, 면적 : 5,157㎡)",동대문구시설관리공단,운영,생활체육관,06:00~22:00,토요일 06:00~22:00 / 일요일 및 공휴일 휴관,운영 프로그램 별 이용 요금 상이,가능,"탈의실, 휴게실, 다목적실, 파우더룸, 스포츠용품점","30분 무료, 30분 초과 1시간 이내 기본 1,000원  10분 초과당 500원 가산",02-2247-9772,http://www.dfmc.kr:8080/course/sports/fmcs/121,37.5671783,127.0739549
동대문구,동대문구민체육센터 수영장,공공체육시설,서울특별시 동대문구 장안벚꽃로 67,"성인풀 6레인, 어린이풀 3레인",동대문구시설관리공단,휴관,수영장,06:00~21:00,"주말 09:00~18:00 / 첫째 주, 셋째 주 일요일 운영 / 공휴일 휴관","일일 이용 기준 성인 3,700원 / 청소년 2,700원 / 어린이 2,100원 ",불가능,"샤워실, 탈의실, 휴게실, 다목적실, 파우더룸, 스포츠용품점","30분 무료, 30분 초과 1시간 이내 기본 1,000원  10분 초과당 500원 가산",02-2247-9772,http://www.dfmc.kr:8080/course/sports/fmcs/121,37.5671783,127.0739549
동대문구,동대문구체육관,공공체육시설,서울특별시 동대문구 답십리로 210-3,"지하 1층, 지상 2층 ",동대문구시설관리공단,운영,생활체육관,06:00-22:00,"국경일, 대관행사 시 휴관","체육경기 대관 : 120,000원 / 체육 이외 행사 : 400,000원",가능,탈의실,주차 가능(56면),2247-9611,https://www.dfmc.kr:8443/course/sports/fmcs/123,37.5722796,127.0639582
동대문구,동대문야외수영장,공공체육시설,서울특별시 동대문구 장안동 20-5,"성인풀 : 면적 400㎡, 수심 1.1m / 어린이풀 : 면적 400㎡, 수심 0.6m / 유아풀 : 면적 100㎡, 수심 0.4m",동대문구시설관리공단,휴관,수영장,10:00~18:00,10:00~18:00,"성인 : 종일 5,000원 / 반일 4,000원 청소년 : 종일 4,000원 / 반일 3,000원 어린이 : 종일 3,000원 / 반일 2,000원",불가능,"샤워실, 탈의실, 파라솔, 매점",주차 가능,02-2247-9611,https://www.dfmc.kr:8443/course/sports/fmcs/127,37.5681438,127.0762006
동대문구,동대문종합사회복지관,공공체육시설,서울특별시 동대문구 약령시로 5길 22,"지하 1층, 지상 4층",삼육재단,운영,생활체육관,09:00~21:00,09:00~16:30,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 수유실",주차 가능,02-920-4500,http://www.communitycenter.or.kr/,37.5840139,127.0341872
동대문구,동대문종합사회복지관 수영장,공공체육시설,서울특별시 동대문구 약령시로 5길 22,"성인풀(25m) 6레인, 유아풀",삼육재단,운영,수영장,09:00~21:00,09:00~16:30,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 수유실",주차 공간이 협소하므로 대중교통 이용 권장,02-920-4500,http://www.communitycenter.or.kr/,37.5840139,127.0341872
동대문구,동대문청소년수련관,공공체육시설,서울특별시 동대문구 제기로 33길 25,"지하 3층, 지상 5층",한국청소년연맹,운영,생활체육관,06:00-22:00,-,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 휴게실, 옥상정원",주차 불가,02-3295-1478,http://www.ddmy.or.kr/,37.5872471,127.0500016
동대문구,동대문청소년수련관 수영장,공공체육시설,서울특별시 동대문구 제기로 33길 25,"성인풀 5레인, 어린이풀 2레인",한국청소년연맹,운영,수영장,06:00~22:00,"토요일 07:00~18:00, 일요일 14:00~18:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 옥상정원",주차 불가,02-3295-1478,http://www.ddmy.or.kr/,37.5872471,127.0500016
강동구,동명근린공원 농구장,공공체육시설,서울특별시 강동구 아리수로78길 23,농구장,강동구청 푸른도시과,운영,농구장,09:00~18:00,09:00~18:00,-,불가능,"샤워실, 탈의실, 음수대",주차 무료 (12면) 주차 공간이 협소하므로 대중교통 이용,02-3425-6444,http://parks.seoul.go.kr/parks/detailView.do?pIdx=71,37.5614664,127.1649325
강동구,동명근린공원 배구장,공공체육시설,서울특별시 강동구 아리수로78길 23,배구장 1면,강동구청 푸른도시과,운영,배구장,09:00~18:00,09:00~18:00,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 음수대",주차 무료 (12면) 주차 공간이 협소하므로 대중교통 이용,02-3425-6444,http://parks.seoul.go.kr/parks/detailView.do?pIdx=71,37.5614664,127.1649325
강동구,동명근린공원 배드민턴장,공공체육시설,서울특별시 강동구 아리수로78길 23,배드민턴 코트,강동구청 푸른도시과,운영,배드민턴장,09:00~18:00,09:00~18:00,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 음수대",주차 무료 (12면) 주차 공간이 협소하므로 대중교통 이용,02-3425-6444,http://parks.seoul.go.kr/parks/detailView.do?pIdx=71,37.5614664,127.1649325
강동구,동명근린공원 족구장,공공체육시설,서울특별시 강동구 아리수로78길 23,족구장 1면,강동구청 푸른도시과,운영,족구장,09:00~18:00,09:00~18:00,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 음수대",주차 무료 (12면) 주차 공간이 협소하므로 대중교통 이용,02-3425-6444,http://parks.seoul.go.kr/parks/detailView.do?pIdx=71,37.5614664,127.1649325
강동구,동명근린공원 축구장,공공체육시설,서울특별시 강동구 아리수로78길 23,인조잔디 축구장 (102m×65m),강동구청 푸른도시과,운영,축구장,09:00~18:00,09:00~18:00,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 스탠드, 샤워시설, 음수대",주차 무료 (12면) 주차 공간이 협소하므로 대중교통 이용,02-3425-6444,http://www.igangdong.or.kr/page/main.asp,37.5614664,127.1649325
종로구,동부여성문화센터,공공체육시설,서울특별시 종로구 창신길 124,지상 4층,종로구시설관리공단,휴관,생활체육관,06:00~22:00,"주말 06:00~12:00, 일요일 및 공휴일 휴관",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 마사지실",주차 가능,02-3675-5861,https://www.ijongno.co.kr/front/contents/151,37.5769671,127.0098997
광진구,동부여성발전센터 수영장,공공체육시설,서울특별시 광진구 아차산로 30길 36,"성인풀(25m) 5레인, 유아풀",동부여성발전센터,운영,수영장,06:00~21:00,"토요일 08:00~18:30 / 매월 마지막 주 토요일, 일요일, 공휴일 휴관",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 개인사물함","수강생에 한해 유료 주차 가능 최초 1시간 1,000원 이후 10분 초과당 200원",02-460-2300,https://dongbu.seoulwomanup.or.kr/dongbu/common/cntnts/selectContents.do?cntnts_id=G0600020,37.5394146,127.066734
광진구,동부여성발전센터 헬스장,공공체육시설,서울특별시 광진구 아차산로 30길 36,면적 147.94㎡,동부여성발전센터,운영,기타,06:00~21:00,"토요일 08:00~18:00 (자유 이용) / 매월 마지막 주 토요일, 일요일 공휴일 휴관",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함","수강생에 한해 유료 주차 가능 최초 1시간 1,000원 이후 10분 초과당 200원 ",02-460-2300,https://dongbu.seoulwomanup.or.kr/dongbu/common/cntnts/selectContents.do?cntnts_id=G0600020,37.5394146,127.066734
성북구,동신초등학교,학교체육시설,서울특별시 성북구 보문사길 50,"체육장 3,300㎡ ",동신초등학교,운영,초등학교,미개방,"토요일 13:00~22:00, 일요일 06:00~22:00","(1시간 기준) 운동장 : 15,000~50,000원 체육관 : 20,000~50,000원 ",가능,"샤워실, 탈의실",주차 불가,02-923-3870,https://dongsin.sen.es.kr/,37.5826184,127.0169521
강남구,동영휘트니스클럽,공공체육시설,서울특별시 강남구 언주로 337,"지하 3층, 지상 3층",동영이엔지,운영,생활체육관,평일 06:00~22:00,"토요일 09:00~17:00, 휴일 09:00~17:30",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 수영장전망대, 매점","최초 30분 4,500원  초과 10분당 1,700원",02-559-5114,http://www.dycenter.com/08_floor/index01.php?pageNum=6&subNum=1,37.4977905,127.044094
강남구,동영휘트니스클럽 골프연습장,기타,서울특별시 강남구 언주로 337,"실내 16타석의 드라이빙 레인지, 퍼팅룸",동영이엔지,운영,골프연습장,평일 06:00~22:00,"토요일 09:00~17:00, 휴일 09:00~17:30",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 매점","최초 30분 4,500원  초과 10분당 1,700원",02-559-5114,http://www.dycenter.com/08_floor/index01.php?pageNum=6&subNum=1,37.4977905,127.044094
강남구,동영휘트니스클럽 수영장,공공체육시설,서울특별시 강남구 언주로 337,"성인풀(25m) 6레인, 어린이풀(17m) 4레인",동영이엔지,운영,수영장,06:00~22:00,"토요일 09:00~17:00, 휴일 09:00~17:30",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 전망대, 매점","최초 30분 4,500원  초과 10분당 1,700원",02-559-5114,http://www.dycenter.com/08_floor/index01.php?pageNum=6&subNum=1,37.4977905,127.044094
동작구,동작구민체육센터,공공체육시설,서울특별시 동작구 여의대방로 16길 53,"지하 2층, 지상 4층",동작구시설관리공단,휴관,생활체육관,09:00~18:00,주말 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 수영용품판매기, 실내정원, 옥상정원",주차 가능 (95면) 강습회원 최대 3시간 무료 초과시 5분당 250원,02-849-0100,http://sports.idongjak.or.kr/home/42,37.4947232,126.9167739
동작구,동작구민체육센터 수영장,공공체육시설,서울특별시 동작구 여의대방로 16길 53,"성인풀 6레인, 어린이풀",동작구시설관리공단,휴관,수영장,09:00~18:00,주말 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 수영용품판매기, 실내정원, 옥상정원",.주차 가능 (95면) 강습회원 최대 3시간 무료 초과시 5분당 250원,02-849-0100,https://sports.idongjak.or.kr/home/40,37.4947232,126.9167739
동작구,동작삼일수영장,공공체육시설,서울특별시 동작구 사당로27길 지하103,"성인풀(25m) 5레인, 유아풀(11m) 2레인",동작구시설관리공단,운영,수영장,09:00~18:00,주말 및 공휴일 휴관,.운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 전망대, 휴게공간, 새빛소공원(야외공원)",주차 가능 (17면) 강습 회원은 최대 2시간 무료 초과시 5분당 250원,02-535-3341,https://sports.idongjak.or.kr/home/97,37.488664,126.9739614
동작구,동작주차근린공원 테니스장,공공체육시설,서울특별시 동작구 현충로 지하220,클레이코트 6면,동작구청 공원녹지과,운영,테니스장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설, 음수대","동작주차공원 공영주차장 이용  30분 600원, 1시간 1,200원",02-594-4034,-,37.5060174,126.9692462
동작구,동작테니스장,공공체육시설,서울특별시 동작구 현충로 지하220,"테니스 코트 6면 (7,868㎡)",동작구시설관리공단,휴관,테니스장,06:00~20:00,06:00~20:00,"평일 : 4,000원 / 주말 및 공휴일 : 6,000원 ",불가능,"샤워실, 탈의실, 야간 라이트 시설",주차 가능 (147면) 동작주차공원 이용 5분당 100원,010-9477-8580,https://www.idongjak.or.kr/html/facility/facility01_06_01.php,37.5060174,126.9692462
노원구,동천재활체육센터,공공체육시설,서울특별시 노원구 노원로18길 41,"스케이트장 : 3,938.53㎡ / 헬스장 : 1,881.54㎡",동천재활체육센터,운영,생활체육관,06:00~23:00,토요일 09:00~18:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",지하 주차장 이용 (무료),02-949-9114,http://www.dcsports.co.kr/,37.6444026,127.0733277
송파구,두댐이공원 배드민턴장,공공체육시설,서울특별시 송파구 송이로31길 1-2,배드민턴 코트 2면,송파구청 공원녹지과,운영,배드민턴장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설",주차 불가,02-2147-3393,-,37.4911864,127.1347152
강동구,두레근린공원 농구장,공공체육시설,서울특별시 강동구 아리수로61길 30-63,농구장 1면,강동구청 푸른도시과,운영,농구장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설, 음수대",주차 불가,02-3425-6440,-,37.5649189,127.1515005
성동구,뚝섬유수지체육공원 축구장,공공체육시설,서울특별시 성동구 성수동1가 685-61,축구장 1면 (90m×45m),성동구청,운영,축구장,하절기(4~9월) 06:00~20:00,하절기(4~9월) 06:00~20:00,"(2시간 기준) 12,000원 * 월 정기 이용요금 : 225,000원",가능,"화장실, 음수대, 그늘막",주차 가능,02-2286-5206,-,37.549227,127.0406237
광진구,뚝섬한강공원 X게임장,공공체육시설,서울특별시 광진구 강변북로 2273,80m×39.8m,한강사업본부,운영,기타,연중무휴,연중무휴,-,불가능,"화장실, 음수대, 그늘막, 매점, 자연학습장, 장미원, 어린이놀이터","뚝섬1~4주차장 이용 (총 661면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0521,https://hangang.seoul.go.kr/archives/46661,37.5293974,127.0730568
광진구,뚝섬한강공원 게이트볼장,공공체육시설,서울특별시 광진구 강변북로 2273,"게이트볼 코트 4면 (37m×25m) / 면적 1,850㎡",한강사업본부,운영,게이트볼장,연중무휴,연중무휴,-,가능,"화장실, 음수대, 그늘막, 매점, 자연학습장, 장미원, 어린이놀이터","뚝섬1~4주차장 이용 (총 661면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0521,https://hangang.seoul.go.kr/archives/46661,37.5293974,127.0730568
광진구,뚝섬한강공원 농구장,공공체육시설,서울특별시 광진구 강변북로 2273,농구장 코트 4면,한강사업본부,운영,농구장,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,"4,000원 / 2시간 * 월 정액 : 75,000원",가능,"화장실, 음수대, 그늘막, 매점, 자연학습장, 장미원, 어린이놀이터","뚝섬1~4주차장 이용 (총 661면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0521,http://hangang.seoul.go.kr/archives/46661,37.5293974,127.0730568
광진구,뚝섬한강공원 배드민턴장,공공체육시설,서울특별시 광진구 강변북로 2273,배드민턴 코트 5면,한강사업본부,운영,배드민턴장,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,"2,000원 / 2시간 * 월정액 : 30,000원",가능,"화장실, 음수대, 그늘막, 매점, 자연학습장, 장미원, 어린이놀이터","뚝섬1~4주차장 이용 (총 661면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0521,http://hangang.seoul.go.kr/archives/46661,37.5293974,127.0730568
광진구,뚝섬한강공원 수영장,공공체육시설,서울특별시 광진구 강변북로 2273,"21,000㎡ (약 3,500명 수용 가능)",한강사업본부,휴관,수영장,09:00~19:00,09:00~19:00,"어린이 3,000원 / 청소년 4,000원 / 성인 5,000원",불가능,"화장실, 음수대, 그늘막, 매점, 자연학습장, 장미원, 어린이놀이터","뚝섬1~4주차장 이용 (총 661면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0521,http://hangang.seoul.go.kr/archives/46661,37.5293974,127.0730568
